sku,link_type,linked_skus
DRX-HL-TL-METAL-ST,crosssell,"DRX-HL-VAS-BOTTLE-N,DRX-HL-CT-LIVE-EDG"
DRX-HL-TL-MARBLE,related,"DRX-HL-TL-007,DRX-HL-TL-METAL-ST,DRX-HL-TL-004"
DRX-HL-TL-MARBLE,upsell,DRX-HL-TL-BANKER
DRX-HL-TL-MARBLE,crosssell,"DRX-HL-VAS-SMOKE-GL,DRX-HL-CT-004"
DRX-HL-TL-WOOD-BAS,related,"DRX-HL-TL-APOTHECA,DRX-HL-TL-007,DRX-HL-TL-BOUCLE-S"
DRX-HL-TL-WOOD-BAS,upsell,"DRX-HL-TL-INDUSTRI,DRX-HL-TL-BOUCLE-S"
DRX-HL-TL-WOOD-BAS,crosssell,"DRX-HL-VAS-009,DRX-HL-NS-OPEN-SHE"
DRX-HL-TL-INDUSTRI,related,"DRX-HL-TL-APOTHECA,DRX-HL-TL-BANKER,DRX-HL-TL-WOOD-BAS"
DRX-HL-TL-INDUSTRI,upsell,DRX-HL-TL-BANKER
DRX-HL-TL-INDUSTRI,crosssell,"DRX-HL-NS-006,DRX-HL-VAS-MINI"
DRX-HL-TL-BANKER,related,"DRX-HL-TL-MUSHROOM,DRX-HL-TL-CYLINDER,DRX-HL-TL-WOOD-BAS"
DRX-HL-TL-BANKER,crosssell,"DRX-HL-VAS-SPECKLED,DRX-HL-NS-002"
DRX-HL-TL-ORIGAMI,related,"DRX-HL-TL-005,DRX-HL-TL-001,DRX-HL-TL-MUSHROOM"
DRX-HL-TL-ORIGAMI,upsell,"DRX-HL-TL-WOOD-BAS,DRX-HL-TL-CORDLESS"
DRX-HL-TL-ORIGAMI,crosssell,"DRX-HL-NS-MODERN-B,DRX-HL-CT-005"
DRX-HL-TL-CYLINDER,related,"DRX-HL-TL-002,DRX-HL-TL-003,DRX-HL-TL-ORIGAMI"
DRX-HL-TL-CYLINDER,upsell,"DRX-HL-TL-007,DRX-HL-TL-MARBLE"
DRX-HL-TL-CYLINDER,crosssell,"DRX-HL-VAS-SPECKLED,DRX-HL-NS-007"
DRX-HL-TL-GLOBE-SH,related,"DRX-HL-TL-CERAMIC-,DRX-HL-TL-004,DRX-HL-TL-003"
DRX-HL-TL-GLOBE-SH,upsell,"DRX-HL-TL-APOTHECA,DRX-HL-TL-BOUCLE-S"
DRX-HL-TL-GLOBE-SH,crosssell,"DRX-HL-VAS-MINI,DRX-HL-VAS-HAND-THR"
DRX-HL-TL-CORDLESS,related,"DRX-HL-TL-METAL-ST,DRX-HL-TL-GLOBE-SH,DRX-HL-TL-004"
DRX-HL-TL-CORDLESS,upsell,"DRX-HL-TL-BANKER,DRX-HL-TL-INDUSTRI"
DRX-HL-TL-CORDLESS,crosssell,"DRX-HL-CT-009,DRX-HL-CT-INDUSTRI"
DRX-HL-TL-APOTHECA,related,"DRX-HL-TL-004,DRX-HL-TL-BOUCLE-S,DRX-HL-TL-CORDLESS"
DRX-HL-TL-APOTHECA,upsell,DRX-HL-TL-BANKER
DRX-HL-TL-APOTHECA,crosssell,"DRX-HL-NS-ROUND,DRX-HL-VAS-HAND-THR"
DRX-HL-TL-BOUCLE-S,related,"DRX-HL-TL-WOOD-BAS,DRX-HL-TL-BANKER,DRX-HL-TL-MARBLE"
DRX-HL-TL-BOUCLE-S,upsell,"DRX-HL-TL-BANKER,DRX-HL-TL-INDUSTRI"
DRX-HL-TL-BOUCLE-S,crosssell,"DRX-HL-NS-MINIMALI,DRX-HL-NS-008"
DRX-HL-VAS-TALL-CYL,related,"DRX-HL-VAS-001,DRX-HL-VAS-005,DRX-HL-VAS-BULBOUS"
DRX-HL-VAS-TALL-CYL,upsell,"DRX-HL-VAS-HAND-THR,DRX-HL-VAS-009"
DRX-HL-VAS-TALL-CYL,crosssell,"DRX-HL-WA-005,DRX-HL-WA-SINGLE-B"
DRX-HL-VAS-BULBOUS,related,"DRX-HL-VAS-TWISTED,DRX-HL-VAS-001,DRX-HL-VAS-BOTTLE-N"
DRX-HL-VAS-BULBOUS,upsell,"DRX-HL-VAS-HAND-THR,DRX-HL-VAS-SMOKE-GL"
DRX-HL-VAS-BULBOUS,crosssell,"DRX-HL-WA-TYPOGRAP,DRX-HL-CT-006"
DRX-HL-VAS-BOTTLE-N,related,"DRX-HL-VAS-003,DRX-HL-VAS-008,DRX-HL-VAS-SQUAT"
DRX-HL-VAS-BOTTLE-N,upsell,"DRX-HL-VAS-HAND-THR,DRX-HL-VAS-GLASS-TA"
DRX-HL-VAS-BOTTLE-N,crosssell,"DRX-HL-WA-TYPOGRAP,DRX-HL-MIR-TABLETOP"
DRX-HL-VAS-SQUAT,related,"DRX-HL-VAS-HAND-THR,DRX-HL-VAS-006,DRX-HL-VAS-BOTTLE-N"
DRX-HL-VAS-SQUAT,upsell,DRX-HL-VAS-SMOKE-GL
DRX-HL-VAS-SQUAT,crosssell,"DRX-HL-MIR-HEXAGONA,DRX-HL-MIR-004"
DRX-HL-VAS-HAND-THR,related,"DRX-HL-VAS-004,DRX-HL-VAS-SQUAT,DRX-HL-VAS-GLASS-TA"
DRX-HL-VAS-HAND-THR,upsell,"DRX-HL-VAS-GLASS-TA,DRX-HL-VAS-SMOKE-GL"
DRX-HL-VAS-HAND-THR,crosssell,"DRX-HL-CT-MARBLE,DRX-HL-MIR-FULL-LEN"
DRX-HL-VAS-GLASS-TA,related,"DRX-HL-VAS-006,DRX-HL-VAS-HAND-THR,DRX-HL-VAS-009"
DRX-HL-VAS-GLASS-TA,upsell,DRX-HL-VAS-SMOKE-GL
DRX-HL-VAS-GLASS-TA,crosssell,"DRX-HL-WA-JAPANESE,DRX-HL-CT-008"
DRX-HL-VAS-SMOKE-GL,related,"DRX-HL-VAS-001,DRX-HL-VAS-BOTTLE-N,DRX-HL-VAS-003"
DRX-HL-VAS-SMOKE-GL,crosssell,"DRX-HL-MIR-003,DRX-HL-WA-TYPOGRAP"
DRX-HL-VAS-GEOMETRI,related,"DRX-HL-VAS-005,DRX-HL-VAS-TALL-CYL,DRX-HL-VAS-007"
DRX-HL-VAS-GEOMETRI,upsell,"DRX-HL-VAS-002,DRX-HL-VAS-003"
DRX-HL-VAS-GEOMETRI,crosssell,"DRX-HL-MIR-003,DRX-HL-MIR-CAPSULE"
DRX-HL-VAS-TWISTED,related,"DRX-HL-VAS-005,DRX-HL-VAS-GEOMETRI,DRX-HL-VAS-003"
DRX-HL-VAS-TWISTED,upsell,"DRX-HL-VAS-GLASS-TA,DRX-HL-VAS-SMOKE-GL"
DRX-HL-VAS-TWISTED,crosssell,"DRX-HL-CT-001,DRX-HL-WA-GEOMETRI"
DRX-HL-VAS-MINI,related,"DRX-HL-VAS-003,DRX-HL-VAS-001,DRX-HL-VAS-BOTTLE-N"
DRX-HL-VAS-MINI,upsell,"DRX-HL-VAS-SMOKE-GL,DRX-HL-VAS-006"
DRX-HL-VAS-MINI,crosssell,"DRX-HL-WA-MODERNIS,DRX-HL-WA-MAP"
DRX-HL-VAS-SPECKLED,related,"DRX-HL-VAS-002,DRX-HL-VAS-006,DRX-HL-VAS-MINI"
DRX-HL-VAS-SPECKLED,upsell,"DRX-HL-VAS-SMOKE-GL,DRX-HL-VAS-GLASS-TA"
DRX-HL-VAS-SPECKLED,crosssell,"DRX-HL-MIR-CONVEX,DRX-HL-MIR-ROUND-BR"
DRX-HL-MIR-ROUND-BR,related,"DRX-HL-MIR-SMOKE,DRX-HL-MIR-CONVEX,DRX-HL-MIR-004"
DRX-HL-MIR-ROUND-BR,upsell,"DRX-HL-MIR-001,DRX-HL-MIR-RECTANGU"
DRX-HL-MIR-ROUND-BR,crosssell,"DRX-HL-WA-003,DRX-HL-VAS-SMOKE-GL"
DRX-HL-MIR-ROUND-BL,related,"DRX-HL-MIR-003,DRX-HL-MIR-ROUND-BR,DRX-HL-MIR-004"
DRX-HL-MIR-ROUND-BL,upsell,"DRX-HL-MIR-WOOD-FRA,DRX-HL-MIR-SUNBURST"
DRX-HL-MIR-ROUND-BL,crosssell,"DRX-HL-WA-SINGLE-B,DRX-HL-VAS-GEOMETRI"
DRX-HL-MIR-RECTANGU,related,"DRX-HL-MIR-CAPSULE,DRX-HL-MIR-WOOD-FRA,DRX-HL-MIR-003"
DRX-HL-MIR-RECTANGU,upsell,"DRX-HL-MIR-005,DRX-HL-MIR-SUNBURST"
DRX-HL-MIR-RECTANGU,crosssell,"DRX-HL-WA-GEOMETRI,DRX-HL-VAS-005"
DRX-HL-MIR-ARCHED,related,"DRX-HL-MIR-RECTANGU,DRX-HL-MIR-003,DRX-HL-MIR-SUNBURST"
DRX-HL-MIR-ARCHED,upsell,"DRX-HL-MIR-DECORATI,DRX-HL-MIR-FULL-LEN"
DRX-HL-MIR-ARCHED,crosssell,"DRX-HL-VAS-007,DRX-HL-WA-SINGLE-B"
DRX-HL-MIR-SUNBURST,related,"DRX-HL-MIR-002,DRX-HL-MIR-ARCHED,DRX-HL-MIR-FULL-LEN"
DRX-HL-MIR-SUNBURST,upsell,"DRX-HL-MIR-CLUSTER-,DRX-HL-MIR-FULL-LEN"
DRX-HL-MIR-SUNBURST,crosssell,"DRX-HL-WA-001,DRX-HL-WAR-THREE-DO"
DRX-HL-MIR-FULL-LEN,related,"DRX-HL-MIR-005,DRX-HL-MIR-FRAMELES,DRX-HL-MIR-CLUSTER-"
DRX-HL-MIR-FULL-LEN,upsell,"DRX-HL-MIR-FRAMELES,DRX-HL-MIR-DECORATI"
DRX-HL-MIR-FULL-LEN,crosssell,"DRX-HL-WA-MODERNIS,DRX-HL-VAS-006"
DRX-HL-MIR-FRAMELES,related,"DRX-HL-MIR-DECORATI,DRX-HL-MIR-005,DRX-HL-MIR-FULL-LEN"
DRX-HL-MIR-FRAMELES,crosssell,"DRX-HL-WA-003,DRX-HL-WA-MOUNTAIN"
DRX-HL-MIR-CONVEX,related,"DRX-HL-MIR-002,DRX-HL-MIR-FRAMELES,DRX-HL-MIR-CAPSULE"
DRX-HL-MIR-CONVEX,upsell,"DRX-HL-MIR-RECTANGU,DRX-HL-MIR-001"
DRX-HL-MIR-CONVEX,crosssell,"DRX-HL-VAS-BULBOUS,DRX-HL-WAR-004"
DRX-HL-MIR-HEXAGONA,related,"DRX-HL-MIR-004,DRX-HL-MIR-ROUND-BR,DRX-HL-MIR-ROUND-BL"
DRX-HL-MIR-HEXAGONA,upsell,"DRX-HL-MIR-CLUSTER-,DRX-HL-MIR-WOOD-FRA"
DRX-HL-MIR-HEXAGONA,crosssell,"DRX-HL-WAR-002,DRX-HL-WAR-COMPACT"
DRX-HL-MIR-CAPSULE,related,"DRX-HL-MIR-HEXAGONA,DRX-HL-MIR-RECTANGU,DRX-HL-MIR-001"
DRX-HL-MIR-CAPSULE,upsell,"DRX-HL-MIR-SUNBURST,DRX-HL-MIR-002"
DRX-HL-MIR-CAPSULE,crosssell,"DRX-HL-WAR-INDUSTRI,DRX-HL-VAS-TALL-CYL"
DRX-HL-MIR-WOOD-FRA,related,"DRX-HL-MIR-CAPSULE,DRX-HL-MIR-003,DRX-HL-MIR-TABLETOP"
DRX-HL-MIR-WOOD-FRA,upsell,"DRX-HL-MIR-DECORATI,DRX-HL-MIR-005"
DRX-HL-MIR-WOOD-FRA,crosssell,"DRX-HL-WA-MODERNIS,DRX-HL-WAR-COMPACT"
DRX-HL-MIR-TABLETOP,related,"DRX-HL-MIR-WOOD-FRA,DRX-HL-MIR-ARCHED,DRX-HL-MIR-005"
DRX-HL-MIR-TABLETOP,upsell,"DRX-HL-MIR-FRAMELES,DRX-HL-MIR-DECORATI"
DRX-HL-MIR-TABLETOP,crosssell,"DRX-HL-VAS-009,DRX-HL-WAR-005"
DRX-HL-MIR-CLUSTER-,related,"DRX-HL-MIR-FRAMELES,DRX-HL-MIR-005,DRX-HL-MIR-DECORATI"
DRX-HL-MIR-CLUSTER-,upsell,"DRX-HL-MIR-DECORATI,DRX-HL-MIR-FRAMELES"
DRX-HL-MIR-CLUSTER-,crosssell,"DRX-HL-WA-001,DRX-HL-VAS-002"
DRX-HL-MIR-DECORATI,related,"DRX-HL-MIR-FULL-LEN,DRX-HL-MIR-SUNBURST,DRX-HL-MIR-005"
DRX-HL-MIR-DECORATI,upsell,DRX-HL-MIR-FRAMELES
DRX-HL-MIR-DECORATI,crosssell,"DRX-HL-VAS-008,DRX-HL-WAR-MIRRORED"
DRX-HL-MIR-SMOKE,related,"DRX-HL-MIR-WOOD-FRA,DRX-HL-MIR-TABLETOP,DRX-HL-MIR-CONVEX"
DRX-HL-MIR-SMOKE,upsell,"DRX-HL-MIR-RECTANGU,DRX-HL-MIR-HEXAGONA"
DRX-HL-MIR-SMOKE,crosssell,"DRX-HL-WAR-BOHEMIAN,DRX-HL-VAS-TALL-CYL"
DRX-HL-WA-SINGLE-B,related,"DRX-HL-WA-WATERCOL,DRX-HL-WA-TYPOGRAP,DRX-HL-WA-MOUNTAIN"
DRX-HL-WA-SINGLE-B,upsell,"DRX-HL-WA-003,DRX-HL-WA-002"
DRX-HL-WA-SINGLE-B,crosssell,"DRX-HL-BED-003,DRX-HL-MIR-ROUND-BR"
DRX-HL-WA-MOUNTAIN,related,"DRX-HL-WA-001,DRX-HL-WA-004,DRX-HL-WA-JAPANESE"
DRX-HL-WA-MOUNTAIN,upsell,"DRX-HL-WA-005,DRX-HL-WA-006"
DRX-HL-WA-MOUNTAIN,crosssell,"DRX-HL-SOFA-LAWSON,DRX-HL-VAS-BOTTLE-N"
DRX-HL-WA-ABSTRACT,related,"DRX-HL-WA-MOUNTAIN,DRX-HL-WA-BOHEMIAN,DRX-HL-WA-002"
DRX-HL-WA-ABSTRACT,upsell,"DRX-HL-WA-MAP,DRX-HL-WA-PHOTOGRA"
DRX-HL-WA-ABSTRACT,crosssell,"DRX-HL-MIR-CLUSTER-,DRX-HL-MIR-DECORATI"
DRX-HL-WA-DRIED-FL,related,"DRX-HL-WA-003,DRX-HL-WA-MODERNIS,DRX-HL-WA-ABSTRACT"
DRX-HL-WA-DRIED-FL,upsell,DRX-HL-WA-PHOTOGRA
DRX-HL-WA-DRIED-FL,crosssell,"DRX-HL-VAS-SMOKE-GL,DRX-HL-MIR-ROUND-BR"
DRX-HL-WA-GEOMETRI,related,"DRX-HL-WA-005,DRX-HL-WA-006,DRX-HL-WA-BOHEMIAN"
DRX-HL-WA-GEOMETRI,upsell,"DRX-HL-WA-PHOTOGRA,DRX-HL-WA-005"
DRX-HL-WA-GEOMETRI,crosssell,"DRX-HL-SOFA-MODULAR-,DRX-HL-BED-LOW-PLAT"
DRX-HL-WA-MAP,related,"DRX-HL-WA-MODERNIS,DRX-HL-WA-GEOMETRI,DRX-HL-WA-PHOTOGRA"
DRX-HL-WA-MAP,upsell,DRX-HL-WA-PHOTOGRA
DRX-HL-WA-MAP,crosssell,"DRX-HL-BED-TRUNDLE,DRX-HL-VAS-BOTTLE-N"
DRX-HL-WA-PHOTOGRA,related,"DRX-HL-WA-005,DRX-HL-WA-GEOMETRI,DRX-HL-WA-MAP"
DRX-HL-WA-PHOTOGRA,crosssell,"DRX-HL-BED-002,DRX-HL-BED-STORAGE"
DRX-HL-WA-WATERCOL,related,"DRX-HL-WA-PHOTOGRA,DRX-HL-WA-COASTAL,DRX-HL-WA-003"
DRX-HL-WA-WATERCOL,upsell,"DRX-HL-WA-JAPANESE,DRX-HL-WA-002"
DRX-HL-WA-WATERCOL,crosssell,"DRX-HL-VAS-TALL-CYL,DRX-HL-SOFA-TRACK-AR"
DRX-HL-WA-TYPOGRAP,related,"DRX-HL-WA-WATERCOL,DRX-HL-WA-MOUNTAIN,DRX-HL-WA-SINGLE-B"
DRX-HL-WA-TYPOGRAP,upsell,"DRX-HL-WA-006,DRX-HL-WA-COASTAL"
DRX-HL-WA-TYPOGRAP,crosssell,"DRX-HL-BED-SLEIGH,DRX-HL-MIR-004"
DRX-HL-WA-JAPANESE,related,"DRX-HL-WA-004,DRX-HL-WA-PRT,DRX-HL-WA-MOUNTAIN"
DRX-HL-WA-JAPANESE,upsell,"DRX-HL-WA-PHOTOGRA,DRX-HL-WA-MODERNIS"
DRX-HL-WA-JAPANESE,crosssell,"DRX-HL-VAS-SMOKE-GL,DRX-HL-BED-PLATFORM"
DRX-HL-WA-BOHEMIAN,related,"DRX-HL-WA-003,DRX-HL-WA-PRT,DRX-HL-WA-002"
DRX-HL-WA-BOHEMIAN,upsell,"DRX-HL-WA-COASTAL,DRX-HL-WA-MAP"
DRX-HL-WA-BOHEMIAN,crosssell,"DRX-HL-MIR-ARCHED,DRX-HL-SOFA-OSL"
DRX-HL-WA-MODERNIS,related,"DRX-HL-WA-BOHEMIAN,DRX-HL-WA-PRT,DRX-HL-WA-003"
DRX-HL-WA-MODERNIS,upsell,DRX-HL-WA-PHOTOGRA
DRX-HL-WA-MODERNIS,crosssell,"DRX-HL-MIR-ROUND-BR,DRX-HL-BED-LOW-PLAT"
DRX-HL-WA-COASTAL,related,"DRX-HL-WA-GEOMETRI,DRX-HL-WA-005,DRX-HL-WA-MAP"
DRX-HL-WA-COASTAL,upsell,"DRX-HL-WA-PHOTOGRA,DRX-HL-WA-MAP"
DRX-HL-WA-COASTAL,crosssell,"DRX-HL-BED-005,DRX-HL-MIR-002"
DRX-HL-OG-BISTRO-S,related,"DRX-HL-OG-COFFEE-T,DRX-HL-OG-002,DRX-HL-OG-004"
DRX-HL-OG-BISTRO-S,upsell,"DRX-HL-OG-FOOTSTOO,DRX-HL-OG-008"
DRX-HL-OG-BISTRO-S,crosssell,"DRX-HL-OL-002,DRX-HL-OL-006"
DRX-HL-OG-LOUNGER,related,"DRX-HL-OG-001,DRX-HL-OG-008,DRX-HL-OG-DINING-S"
DRX-HL-OG-LOUNGER,upsell,"DRX-HL-OG-007,DRX-HL-OG-STOOL"
DRX-HL-OG-LOUNGER,crosssell,"DRX-HL-VAS-007,DRX-HL-VAS-SPECKLED"
DRX-HL-OG-BENCH,related,"DRX-HL-OG-FOOTSTOO,DRX-HL-OG-001,DRX-HL-OG-LOUNGER"
DRX-HL-OG-BENCH,upsell,"DRX-HL-OG-SUNBED,DRX-HL-OG-HANGING-"
DRX-HL-OG-BENCH,crosssell,"DRX-HL-OL-FLOOR,DRX-HL-VAS-BULBOUS"
DRX-HL-OG-SIDE-TAB,related,"DRX-HL-OG-007,DRX-HL-OG-BENCH,DRX-HL-OUT-GAR"
DRX-HL-OG-SIDE-TAB,upsell,"DRX-HL-OG-HANGING-,DRX-HL-OG-SUNBED"
DRX-HL-OG-SIDE-TAB,crosssell,"DRX-HL-OL-004,DRX-HL-OL-PATH-LIG"
DRX-HL-OG-STOOL,related,"DRX-HL-OG-SIDE-TAB,DRX-HL-OG-FOOTSTOO,DRX-HL-OG-SUNBED"
DRX-HL-OG-STOOL,upsell,"DRX-HL-OG-SUNBED,DRX-HL-OG-003"
DRX-HL-OG-STOOL,crosssell,"DRX-HL-VAS-002,DRX-HL-VAS-MINI"
DRX-HL-OG-SUNBED,related,"DRX-HL-OG-003,DRX-HL-OG-STOOL,DRX-HL-OG-HANGING-"
DRX-HL-OG-SUNBED,upsell,DRX-HL-OG-HANGING-
DRX-HL-OG-SUNBED,crosssell,"DRX-HL-VAS-006,DRX-HL-OL-BOLLARD"
DRX-HL-OG-HANGING-,related,"DRX-HL-OG-BENCH,DRX-HL-OG-DINING-S,DRX-HL-OG-004"
DRX-HL-OG-HANGING-,crosssell,"DRX-HL-VAS-001,DRX-HL-OL-STRING"
DRX-HL-OG-COFFEE-T,related,"DRX-HL-OG-006,DRX-HL-OG-002,DRX-HL-OG-BISTRO-S"
DRX-HL-OG-COFFEE-T,upsell,"DRX-HL-OG-FOOTSTOO,DRX-HL-OG-LOUNGER"
DRX-HL-OG-COFFEE-T,crosssell,"DRX-HL-OL-WALL-SCO,DRX-HL-OL-007"
DRX-HL-OG-DINING-S,related,"DRX-HL-OG-001,DRX-HL-OG-008,DRX-HL-OG-004"
DRX-HL-OG-DINING-S,upsell,"DRX-HL-OG-STOOL,DRX-HL-OG-BENCH"
DRX-HL-OG-DINING-S,crosssell,"DRX-HL-OL-PATH-LIG,DRX-HL-VAS-001"
DRX-HL-OG-HAMMOCK,related,"DRX-HL-OG-BENCH,DRX-HL-OG-008,DRX-HL-OG-001"
DRX-HL-OG-HAMMOCK,upsell,"DRX-HL-OG-003,DRX-HL-OG-HANGING-"
DRX-HL-OG-HAMMOCK,crosssell,"DRX-HL-VAS-SQUAT,DRX-HL-VAS-TALL-CYL"
DRX-HL-OG-FOOTSTOO,related,"DRX-HL-OG-BENCH,DRX-HL-OUT-GAR,DRX-HL-OG-HAMMOCK"
DRX-HL-OG-FOOTSTOO,upsell,"DRX-HL-OG-SUNBED,DRX-HL-OG-HANGING-"
DRX-HL-OG-FOOTSTOO,crosssell,"DRX-HL-VAS-006,DRX-HL-VAS-SQUAT"
DRX-HL-OL-BOLLARD,related,"DRX-HL-OL-STRING,DRX-HL-OL-008,DRX-HL-OL-SOLAR"
DRX-HL-OL-BOLLARD,upsell,"DRX-HL-OL-FLOOR,DRX-HL-OL-001"
DRX-HL-OL-BOLLARD,crosssell,"DRX-HL-OG-002,DRX-HL-OG-FOOTSTOO"
DRX-HL-OL-WALL-SCO,related,"DRX-HL-OL-SOLAR,DRX-HL-OL-004,DRX-HL-OL-UP-DOWN"
DRX-HL-OL-WALL-SCO,upsell,"DRX-HL-OL-FLOOR,DRX-HL-OL-001"
DRX-HL-OL-WALL-SCO,crosssell,"DRX-HL-OG-004,DRX-HL-OG-STOOL"
DRX-HL-OL-PATH-LIG,related,"DRX-HL-OL-003,DRX-HL-OL-005,DRX-HL-OL-UP-DOWN"
DRX-HL-OL-PATH-LIG,upsell,"DRX-HL-OL-007,DRX-HL-OL-006"
DRX-HL-OL-PATH-LIG,crosssell,"DRX-HL-OG-002,DRX-HL-OG-SIDE-TAB"
DRX-HL-OL-LANTERN,related,"DRX-HL-OL-001,DRX-HL-OL-PATH-LIG,DRX-HL-OL-PENDANT"
DRX-HL-OL-LANTERN,upsell,"DRX-HL-OL-007,DRX-HL-OL-PILLAR"
DRX-HL-OL-LANTERN,crosssell,"DRX-HL-OG-DINING-S,DRX-HL-OG-BISTRO-S"
DRX-HL-OL-STEP-LIG,related,"DRX-HL-OL-002,DRX-HL-OL-007,DRX-HL-OL-LANTERN"
DRX-HL-OL-STEP-LIG,upsell,"DRX-HL-OL-SPOTLIGH,DRX-HL-OL-PILLAR"
DRX-HL-OL-STEP-LIG,crosssell,"DRX-HL-OUT-GAR,DRX-HL-OG-004"
DRX-HL-OL-PILLAR,related,"DRX-HL-OL-006,DRX-HL-OL-002,DRX-HL-OL-STEP-LIG"
DRX-HL-OL-PILLAR,upsell,DRX-HL-OL-SPOTLIGH
DRX-HL-OL-PILLAR,crosssell,"DRX-HL-OG-LOUNGER,DRX-HL-OG-DINING-S"
DRX-HL-OL-SPOTLIGH,related,"DRX-HL-OL-STEP-LIG,DRX-HL-OL-006,DRX-HL-OL-PILLAR"
DRX-HL-OL-SPOTLIGH,crosssell,"DRX-HL-OG-FOOTSTOO,DRX-HL-OG-COFFEE-T"
DRX-HL-OL-STRING,related,"DRX-HL-OL-STEP-LIG,DRX-HL-OL-UP-DOWN,DRX-HL-OL-002"
DRX-HL-OL-STRING,upsell,"DRX-HL-OL-004,DRX-HL-OL-LANTERN"
DRX-HL-OL-STRING,crosssell,"DRX-HL-OG-005,DRX-HL-OG-LOUNGER"
DRX-HL-OL-SOLAR,related,"DRX-HL-OL-WALL-SCO,DRX-HL-OL-BOLLARD,DRX-HL-OL-008"
DRX-HL-OL-SOLAR,upsell,"DRX-HL-OL-001,DRX-HL-OL-006"
DRX-HL-OL-SOLAR,crosssell,"DRX-HL-OG-LOUNGER,DRX-HL-OG-FOOTSTOO"
DRX-HL-OL-UP-DOWN,related,"DRX-HL-OL-004,DRX-HL-OL-WALL-SCO,DRX-HL-OL-005"
DRX-HL-OL-UP-DOWN,upsell,"DRX-HL-OL-007,DRX-HL-OL-STEP-LIG"
DRX-HL-OL-UP-DOWN,crosssell,"DRX-HL-OG-COFFEE-T,DRX-HL-OG-FOOTSTOO"
DRX-HL-OL-PENDANT,related,"DRX-HL-OL-FLOOR,DRX-HL-OL-LANTERN,DRX-HL-OL-PATH-LIG"
DRX-HL-OL-PENDANT,upsell,"DRX-HL-OL-PILLAR,DRX-HL-OL-SPOTLIGH"
DRX-HL-OL-PENDANT,crosssell,"DRX-HL-OG-001,DRX-HL-OG-BENCH"
DRX-HL-OL-FLOOR,related,"DRX-HL-OL-006,DRX-HL-OL-001,DRX-HL-OL-LANTERN"
DRX-HL-OL-FLOOR,upsell,DRX-HL-OL-SPOTLIGH
DRX-HL-OL-FLOOR,crosssell,"DRX-HL-OG-001,DRX-HL-OG-HANGING-"
DRX-HL-GC-025,related,"DRX-HL-GC-250,DRX-HL-GC-500,DRX-HL-GC-050"
DRX-HL-GC-025,upsell,DRX-HL-GC-050
DRX-HL-GC-025,crosssell,"DRX-HL-BED-MINIMALI,DRX-HL-BED-002"
DRX-HL-GC-050,related,"DRX-HL-GC-100,DRX-HL-GC-250,DRX-HL-GC-500"
DRX-HL-GC-050,upsell,DRX-HL-GC-100
DRX-HL-GC-050,crosssell,"DRX-HL-WA-GEOMETRI,DRX-HL-VAS-005"
DRX-HL-GC-100,related,"DRX-HL-GC-025,DRX-HL-GC-500,DRX-HL-GC-250"
DRX-HL-GC-100,upsell,DRX-HL-GC-250
DRX-HL-GC-100,crosssell,"DRX-HL-SOFA-001,DRX-HL-SOFA-COMPACT-"
DRX-HL-GC-250,related,"DRX-HL-GC-050,DRX-HL-GC-500,DRX-HL-GC-025"
DRX-HL-GC-250,upsell,DRX-HL-GC-500
DRX-HL-GC-250,crosssell,"DRX-HL-BED-005,DRX-HL-BED-TRUNDLE"
DRX-HL-GC-500,related,"DRX-HL-GC-250,DRX-HL-GC-100,DRX-HL-GC-025"
DRX-HL-GC-500,crosssell,"DRX-HL-VAS-TWISTED,DRX-HL-BED-PLATFORM"
DRX-HL-BND-DIN,related,DRX-HL-SET-COP
DRX-HL-SET-COP,related,DRX-HL-BND-DIN
DRX-HL-SET-COP,upsell,DRX-HL-BND-DIN
